Publisher_Name,Series_Name,Full_Title,Release_Date,Year,In_Collection,In Wish List,Marked Read,My Rating,Media Format,Notes,Tags,PicURL,Listing_Title,,,,,,,,,
Marvel Comics,The Fearless Defenders (2013),The Fearless Defenders #4 AU,2013-05-22,2013,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8641.jpg,Marvel Comics - The Fearless Defenders #4 AU - 2013-05-22,,,,,,,,,
Marvel Comics,FF (Vol. 1) (2011 - 2012),FF #2,2011-04-27,2011,2,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8642.jpg,Marvel Comics - FF #2 - 2011-04-27,,,,,,,,,
Marvel Comics,FF (Vol. 1) (2011 - 2012),FF #11,2011-10-26,2011,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8643.jpg,Marvel Comics - FF #11 - 2011-10-26,,,,,,,,,
Marvel Comics,FF (Vol. 1) (2011 - 2012),FF #12,2011-11-30,2011,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8644.jpg,Marvel Comics - FF #12 - 2011-11-30,,,,,,,,,
Marvel Comics,FF (Vol. 1) (2011 - 2012),FF #14,2012-01-25,2012,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8645.jpg,Marvel Comics - FF #14 - 2012-01-25,,,,,,,,,
Marvel Comics,FF (Vol. 2) (2012 - 2014),FF #4,2013-02-27,2013,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8646.jpg,Marvel Comics - FF #4 - 2013-02-27,,,,,,,,,
DC Comics,Final Crisis (2008 - 2009),Final Crisis #4 Sliver 50/50 Variant,2008-10-22,2008,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8647.jpg,DC Comics - Final Crisis #4 Sliver 50/50 Variant - 2008-10-22,,,,,,,,,
DC Comics,Final Crisis: Revelations (2008 - 2009),Final Crisis: Revelations #1 Cover B - Story Sliver Cover,2008-08-13,2008,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8648.jpg,DC Comics - Final Crisis: Revelations #1 Cover B - Story Sliver Cover - 2008-08-13,,,,,,,,,
DC Comics,Final Crisis: Superman Beyond 3D (2008 - 2009),Final Crisis: Superman Beyond 3D #1,2008-08-27,2008,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8649.jpg,DC Comics - Final Crisis: Superman Beyond 3D #1 - 2008-08-27,,,,,,,,,
DC Comics,The Final Night (Vol. 1) (1996),The Final Night #2,1996-11-13,1996,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8650.jpg,DC Comics - The Final Night #2 - 1996-11-13,,,,,,,,,
DC Comics,The Final Night (Vol. 1) (1996),The Final Night #3,1996-11-20,1996,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8651.jpg,DC Comics - The Final Night #3 - 1996-11-20,,,,,,,,,
Malibu Comics,Firearm (1993 - 1995),Firearm #1,1993-11-01,1993,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8652.jpg,Malibu Comics - Firearm #1 - 1993-11-01,,,,,,,,,
DC Comics,The Flash (Vol. 3) (2010 - 2011),The Flash #11,2011-04-27,2011,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8653.jpg,DC Comics - The Flash #11 - 2011-04-27,,,,,,,,,
DC Comics,The Flash (Vol. 4) (2011 - 2016),The Flash #29,2014-03-26,2014,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8654.jpg,DC Comics - The Flash #29 - 2014-03-26,,,,,,,,,
Vertigo Comics,Flinch (1999 - 2001),Flinch #3,1999-08-01,1999,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8655.jpg,Vertigo Comics - Flinch #3 - 1999-08-01,,,,,,,,,
Impact Comics,The Fly (Vol. 2) (1991 - 1992),The Fly #10,1992-05-01,1992,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8656.jpg,Impact Comics - The Fly #10 - 1992-05-01,,,,,,,,,
Marvel Comics,Force Works (1994 - 1996),Force Works #2,1994-08-01,1994,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8657.jpg,Marvel Comics - Force Works #2 - 1994-08-01,,,,,,,,,
Marvel Comics,Force Works (1994 - 1996),Force Works #3,1994-09-01,1994,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8658.jpg,Marvel Comics - Force Works #3 - 1994-09-01,,,,,,,,,
Marvel Comics,Force Works (1994 - 1996),Force Works #5,1994-11-01,1994,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8659.jpg,Marvel Comics - Force Works #5 - 1994-11-01,,,,,,,,,
Marvel Comics,Force Works (1994 - 1996),Force Works #6,1994-12-01,1994,3,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8660.jpg,Marvel Comics - Force Works #6 - 1994-12-01,,,,,,,,,
Marvel Comics,Force Works (1994 - 1996),Force Works #7,1995-01-01,1995,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8661.jpg,Marvel Comics - Force Works #7 - 1995-01-01,,,,,,,,,
Marvel Comics,Force Works (1994 - 1996),Force Works #8,1995-02-01,1995,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8662.jpg,Marvel Comics - Force Works #8 - 1995-02-01,,,,,,,,,
Marvel Comics,Force Works (1994 - 1996),Force Works #9,1995-03-01,1995,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8663.jpg,Marvel Comics - Force Works #9 - 1995-03-01,,,,,,,,,
Marvel Comics,Force Works (1994 - 1996),Force Works #10,1995-04-01,1995,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8664.jpg,Marvel Comics - Force Works #10 - 1995-04-01,,,,,,,,,
Marvel Comics,Force Works (1994 - 1996),Force Works #13,1995-07-01,1995,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8665.jpg,Marvel Comics - Force Works #13 - 1995-07-01,,,,,,,,,
Marvel Comics,Force Works (1994 - 1996),Force Works #18,1995-12-01,1995,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8666.jpg,Marvel Comics - Force Works #18 - 1995-12-01,,,,,,,,,
Marvel Comics,Force Works (1994 - 1996),Force Works #19,1996-01-01,1996,2,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8667.jpg,Marvel Comics - Force Works #19 - 1996-01-01,,,,,,,,,
DC Comics,Forever Evil (2013 - 2014),Forever Evil #4,2013-12-25,2013,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8668.jpg,DC Comics - Forever Evil #4 - 2013-12-25,,,,,,,,,
Artists Writers & Artisans Inc,The Fourth Man (2022 - Present),The Fourth Man #2,2022-02-09,2022,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8669.jpg,Artists Writers & Artisans Inc - The Fourth Man #2 - 2022-02-09,,,,,,,,,
Moonstone,Foxy Lady Fbi,Foxy Lady Fbi #1,2016-11-30,2016,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8670.jpg,Moonstone - Foxy Lady Fbi #1 - 2016-11-30,,,,,,,,,
Avatar Press,Frank Miller's RoboCop (2003 - 2006),Cover B - Wraparound cover,2003-07-01,2003,2,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8671.jpg,Avatar Press - Cover B - Wraparound cover - 2003-07-01,,,,,,,,,
Image Comics,Frankenstein Mobster (2003 - 2004),Frankenstein Mobster #1,2003-12-01,2003,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8672.jpg,Image Comics - Frankenstein Mobster #1 - 2003-12-01,,,,,,,,,
Image Comics,Freak Force (Vol. 1) (1993 - 1995),Freak Force #4,1994-03-01,1994,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8673.jpg,Image Comics - Freak Force #4 - 1994-03-01,,,,,,,,,
Image Comics,Freak Force (Vol. 1) (1993 - 1995),Freak Force #5,1994-04-01,1994,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8674.jpg,Image Comics - Freak Force #5 - 1994-04-01,,,,,,,,,
Image Comics,Freak Force (Vol. 1) (1993 - 1995),Freak Force #8,1994-08-01,1994,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8675.jpg,Image Comics - Freak Force #8 - 1994-08-01,,,,,,,,,
Aardvark-Vanaheim,Free Cerebus (1992),Free Cerebus #0,1992-01-01,1992,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8676.jpg,Aardvark-Vanaheim - Free Cerebus #0 - 1992-01-01,,,,,,,,,
Mad Cave Studios,Free Comic Book Day 2022: Nottingham Special (2022),Free Comic Book Day 2022: Nottingham Special #1,2022-05-07,2022,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8677.jpg,Mad Cave Studios - Free Comic Book Day 2022: Nottingham Special #1 - 2022-05-07,,,,,,,,,
Marvel Comics,Fury / Agent 13 (1998),Fury / Agent 13 #2,1998-07-01,1998,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8678.jpg,Marvel Comics - Fury / Agent 13 #2 - 1998-07-01,,,,,,,,,
DC Comics,The Fury of Firestorm: The Nuclear Men (2011 - 2013),The Fury of Firestorm: The Nuclear Men #17,2013-02-27,2013,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8679.jpg,DC Comics - The Fury of Firestorm: The Nuclear Men #17 - 2013-02-27,,,,,,,,,
DC Comics,Future State: Shazam (2021),Future State: Shazam #2,2021-02-16,2021,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8680.jpg,DC Comics - Future State: Shazam #2 - 2021-02-16,,,,,,,,,
DC Comics,G.I. Combat (Vol. 1) (1952 - 1987),G.I. Combat #122,1966-12-08,1966,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8681.jpg,DC Comics - G.I. Combat #122 - 1966-12-08,,,,,,,,,
WildStorm,Gears of War (2008 - 2012),Gears of War #18,2011-07-27,2011,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8682.jpg,WildStorm - Gears of War #18 - 2011-07-27,,,,,,,,,
Image Comics,Gen13 (Vol. 2) (1995 - 1998),Gen13 #0,1994-09-28,1994,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8683.jpg,Image Comics - Gen13 #0 - 1994-09-28,,,,,,,,,
WildStorm,Gen13 (Vol. 2) (1999 - 2002),Gen13 #65,2001-07-01,2001,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8684.jpg,WildStorm - Gen13 #65 - 2001-07-01,,,,,,,,,
Marvel Comics,Generation Hope (2010 - 2012),Generation Hope #12,2011-10-12,2011,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8685.jpg,Marvel Comics - Generation Hope #12 - 2011-10-12,,,,,,,,,
Marvel Comics,Generation Hope (2010 - 2012),Generation Hope #15,2012-01-18,2012,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8686.jpg,Marvel Comics - Generation Hope #15 - 2012-01-18,,,,,,,,,
Marvel Comics,Generation Hope (2010 - 2012),Generation Hope #16,2012-02-15,2012,2,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8687.jpg,Marvel Comics - Generation Hope #16 - 2012-02-15,,,,,,,,,
Marvel Comics,Generation Hope (2010 - 2012),Generation Hope #17,2012-03-21,2012,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8688.jpg,Marvel Comics - Generation Hope #17 - 2012-03-21,,,,,,,,,
Dark Horse Comics,The Goon: One for the Road (2014),The Goon: One for the Road #1,2014-06-25,2014,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8689.jpg,Dark Horse Comics - The Goon: One for the Road #1 - 2014-06-25,,,,,,,,,
IDW Publishing,Goosebumps: Monsters at Midnight (2017),Goosebumps: Monsters at Midnight #3,2018-02-14,2018,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8690.jpg,IDW Publishing - Goosebumps: Monsters at Midnight #3 - 2018-02-14,,,,,,,,,
DC Comics,Green Arrow (Vol. 6) (2011 - 2016),Green Arrow #4,2011-12-07,2011,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8691.jpg,DC Comics - Green Arrow #4 - 2011-12-07,,,,,,,,,
DC Comics,Green Arrow (Vol. 6) (2011 - 2016),Green Arrow #23,2013-08-07,2013,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8692.jpg,DC Comics - Green Arrow #23 - 2013-08-07,,,,,,,,,
DC Comics,Green Arrow (Vol. 6) (2011 - 2016),Green Arrow #27,2014-01-08,2014,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8693.jpg,DC Comics - Green Arrow #27 - 2014-01-08,,,,,,,,,
DC Comics,Green Arrow (Vol. 6) (2011 - 2016),Green Arrow #37,2014-12-03,2014,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8694.jpg,DC Comics - Green Arrow #37 - 2014-12-03,,,,,,,,,
DC Comics,Green Lantern Corps (Vol. 3) (2011 - 2015),Green Lantern Corps #29,2014-03-12,2014,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8695.jpg,DC Comics - Green Lantern Corps #29 - 2014-03-12,,,,,,,,,
DC Comics,Green Lantern Corps (Vol. 3) (2011 - 2015),Green Lantern Corps #36,2014-11-12,2014,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8696.jpg,DC Comics - Green Lantern Corps #36 - 2014-11-12,,,,,,,,,
DC Comics,Green Lantern: New Guardians (2011 - 2015),Green Lantern: New Guardians #36,2014-11-19,2014,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8697.jpg,DC Comics - Green Lantern: New Guardians #36 - 2014-11-19,,,,,,,,,
DC Comics,Infinity Man and the Forever People (2014 - 2015),Infinity Man and the Forever People #5,2014-11-26,2014,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8698.jpg,DC Comics - Infinity Man and the Forever People #5 - 2014-11-26,,,,,,,,,
Marvel Comics,The Inhumans (Vol. 1) (1975 - 1977),The Inhumans #7,1976-10-01,1976,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8699.jpg,Marvel Comics - The Inhumans #7 - 1976-10-01,,,,,,,,,
Tekno Comix,Leonard Nimoy's Primortals (Vol. 1) (1995 - 1996),Leonard Nimoy's Primortals #1,1995-03-01,1995,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8700.jpg,Tekno Comix - Leonard Nimoy's Primortals #1 - 1995-03-01,,,,,,,,,
DC Comics,Mask (Vol. 2) (1987),Mask #1,1987-02-01,1987,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8701.jpg,DC Comics - Mask #1 - 1987-02-01,,,,,,,,,
Gold Key Comics,Mighty Samson (1964 - 1976),Mighty Samson #12,1967-11-01,1967,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8702.jpg,Gold Key Comics - Mighty Samson #12 - 1967-11-01,,,,,,,,,
DC Comics,The New 52: Futures End (2014 - 2015),The New 52: Futures End #29,2014-11-19,2014,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8703.jpg,DC Comics - The New 52: Futures End #29 - 2014-11-19,,,,,,,,,
DC Comics,The New Gods (Vol. 1) (1971 - 1978),The New Gods #12,1977-07-13,1977,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8704.jpg,DC Comics - The New Gods #12 - 1977-07-13,,,,,,,,,
DC Comics,The New Gods (Vol. 1) (1971 - 1978),The New Gods #15,1977-12-13,1977,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8705.jpg,DC Comics - The New Gods #15 - 1977-12-13,,,,,,,,,
Image Comics,NewMen (1994 - 1996),New Men #10,1995-01-01,1995,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8706.jpg,Image Comics - New Men #10 - 1995-01-01,,,,,,,,,
Image Comics,NewMen (1994 - 1996),New Men #11,1995-02-01,1995,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8707.jpg,Image Comics - New Men #11 - 1995-02-01,,,,,,,,,
Marvel Comics,newuniversal (2006 - 2007),newuniversal #2,2007-01-03,2007,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8708.jpg,Marvel Comics - newuniversal #2 - 2007-01-03,,,,,,,,,
Marvel Comics,newuniversal (2006 - 2007),newuniversal #1 2nd Printing Ribic,2007-01-07,2007,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8709.jpg,Marvel Comics - newuniversal #1 2nd Printing Ribic - 2007-01-07,,,,,,,,,
Marvel Comics,Newuniversal: 1959 (2008),Newuniversal: 1959 #1,2008-07-30,2008,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8710.jpg,Marvel Comics - Newuniversal: 1959 #1 - 2008-07-30,,,,,,,,,
Marvel Comics,newuniversal: Conqueror (2008),newuniversal: Conqueror,2008-08-27,2008,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8711.jpg,Marvel Comics - newuniversal: Conqueror - 2008-08-27,,,,,,,,,
Eclipse Comics,Night Music (Vol. 2) (1985 - 1990),Night Music #2,1985-02-01,1985,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8712.jpg,Eclipse Comics - Night Music #2 - 1985-02-01,,,,,,,,,
Marvel Comics,Night Thrasher (1993 - 1995),Night Thrasher #15,1994-10-01,1994,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8713.jpg,Marvel Comics - Night Thrasher #15 - 1994-10-01,,,,,,,,,
Marvel Comics,Night Thrasher (1993 - 1995),Night Thrasher #16,1994-11-01,1994,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8714.jpg,Marvel Comics - Night Thrasher #16 - 1994-11-01,,,,,,,,,
Marvel Comics,Night Thrasher: Four Control (1992 - 1993),Night Thrasher: Four Control #1,1992-10-01,1992,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8715.jpg,Marvel Comics - Night Thrasher: Four Control #1 - 1992-10-01,,,,,,,,,
Marvel Comics,Night Thrasher: Four Control (1992 - 1993),Night Thrasher: Four Control #2,1992-11-01,1992,2,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8716.jpg,Marvel Comics - Night Thrasher: Four Control #2 - 1992-11-01,,,,,,,,,
Marvel Comics,Night Thrasher: Four Control (1992 - 1993),Night Thrasher: Four Control #3,1992-12-01,1992,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8717.jpg,Marvel Comics - Night Thrasher: Four Control #3 - 1992-12-01,,,,,,,,,
Marvel Comics,Nighthawk (Vol. 2) (2016),Nighthawk #5,2016-09-28,2016,0,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8718.jpg,Marvel Comics - Nighthawk #5 - 2016-09-28,,,,,,,,,
Eclipse Comics,Nightmares (Vol. 1) (1985),Nightmares #1,1985-05-08,1985,0,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8719.jpg,Eclipse Comics - Nightmares #1 - 1985-05-08,,,,,,,,,
Eclipse Comics,Nightmares (Vol. 1) (1985),Nightmares #2,1985-05-22,1985,0,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8720.jpg,Eclipse Comics - Nightmares #2 - 1985-05-22,,,,,,,,,
Marvel Comics,Nightstalkers (1992 - 1994),Nightstalkers #2,1992-10-06,1992,2,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8721.jpg,Marvel Comics - Nightstalkers #2 - 1992-10-06,,,,,,,,,
Skybound,Oblivion Song (2018 - 2022),Oblivion Song #5,2018-07-11,2018,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8722.jpg,Skybound - Oblivion Song #5 - 2018-07-11,,,,,,,,,
DC Comics,OMAC (Vol. 1) (1974 - 1975),OMAC #7,1975-10-01,1975,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8723.jpg,DC Comics - OMAC #7 - 1975-10-01,,,,,,,,,
DC Comics,OMAC (Vol. 4) (2011 - 2012),OMAC #4,2011-12-07,2011,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8724.jpg,DC Comics - OMAC #4 - 2011-12-07,,,,,,,,,
Marvel Comics,Omega Flight (2007),Omega Flight #1 2nd Printing,2007-04-04,2007,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8725.jpg,Marvel Comics - Omega Flight #1 2nd Printing - 2007-04-04,,,,,,,,,
IDW Publishing,Optimus Prime (2016 - 2018),Optimus Prime #5,2017-03-22,2017,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8726.jpg,IDW Publishing - Optimus Prime #5 - 2017-03-22,,,,,,,,,
IDW Publishing,Optimus Prime (2016 - 2018),Optimus Prime #11 Cover C,2017-10-11,2017,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8727.jpg,IDW Publishing - Optimus Prime #11 Cover C - 2017-10-11,,,,,,,,,
Marvel Comics,Original Sin (2014),Original Sin #1,2014-05-07,2014,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8728.jpg,Marvel Comics - Original Sin #1 - 2014-05-07,,,,,,,,,
Marvel Comics,Original Sin (2014),Original Sin #2,2014-05-21,2014,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8729.jpg,Marvel Comics - Original Sin #2 - 2014-05-21,,,,,,,,,
DC Comics,Our Army at War (Vol. 1) (1952 - 1977),Our Army at War #190,1968-03-01,1968,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8730.jpg,DC Comics - Our Army at War #190 - 1968-03-01,,,,,,,,,
Marvel Comics,Ozma of Oz (2010 - 2011),Ozma of Oz #1,2010-11-03,2010,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8731.jpg,Marvel Comics - Ozma of Oz #1 - 2010-11-03,,,,,,,,,
Image Comics,The Pact (Vol. 1) (1994),The Pact #1,1994-02-01,1994,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8732.jpg,Image Comics - The Pact #1 - 1994-02-01,,,,,,,,,
Image Comics,The Pact (Vol. 1) (1994),The Pact #2,1994-04-01,1994,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8733.jpg,Image Comics - The Pact #2 - 1994-04-01,,,,,,,,,
Image Comics,The Pact (Vol. 1) (1994),The Pact #3,1994-06-01,1994,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8734.jpg,Image Comics - The Pact #3 - 1994-06-01,,,,,,,,,
Dynamite,Painkiller Jane (Vol. 2) (2006),Painkiller Jane #1,2006-03-15,2006,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8735.jpg,Dynamite - Painkiller Jane #1 - 2006-03-15,,,,,,,,,
Dynamite,Painkiller Jane (Vol. 2) (2006),Painkiller Jane #2,2006-05-31,2006,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8736.jpg,Dynamite - Painkiller Jane #2 - 2006-05-31,,,,,,,,,
Image Comics,Phantom Force (Vol. 1),Phantom Force #1,1993-12-01,1993,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8737.jpg,Image Comics - Phantom Force #1 - 1993-12-01,,,,,,,,,
DC Comics,The Phantom Stranger (Vol. 3) (1987 - 1988),The Phantom Stranger #3,1987-12-01,1987,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8738.jpg,DC Comics - The Phantom Stranger #3 - 1987-12-01,,,,,,,,,
Malibu Comics,The Phoenix Resurrection (1996),The Phoenix Resurrection #0,1996-03-01,1996,0,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8739.jpg,Malibu Comics - The Phoenix Resurrection #0 - 1996-03-01,,,,,,,,,
Marvel Comics,Phoenix: The Untold Story (1984),Phoenix: The Untold Story #1,1984-04-01,1984,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8740.jpg,Marvel Comics - Phoenix: The Untold Story #1 - 1984-04-01,,,,,,,,,
WildStorm,Planetary (1998 - 2009),Planetary #4,1999-06-16,1999,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8741.jpg,WildStorm - Planetary #4 - 1999-06-16,,,,,,,,,
WildStorm,Point Blank (2002 - 2003),Point Blank #1,2002-10-03,2002,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8742.jpg,WildStorm - Point Blank #1 - 2002-10-03,,,,,,,,,
WildStorm,Point Blank (2002 - 2003),Point Blank #2,2002-11-01,2002,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8743.jpg,WildStorm - Point Blank #2 - 2002-11-01,,,,,,,,,
DC Comics,The Power of SHAZAM! (1994 - 2010),The Power of SHAZAM! #20,1996-11-01,1996,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8744.jpg,DC Comics - The Power of SHAZAM! #20 - 1996-11-01,,,,,,,,,
DC Comics,The Power of SHAZAM! (1994 - 2010),The Power of SHAZAM! #44,1998-10-07,1998,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8745.jpg,DC Comics - The Power of SHAZAM! #44 - 1998-10-07,,,,,,,,,
DC Comics,The Power of SHAZAM! (1994 - 2010),The Power of SHAZAM! #47,1999-03-01,1999,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8746.jpg,DC Comics - The Power of SHAZAM! #47 - 1999-03-01,,,,,,,,,
DC Comics,The Power of SHAZAM! (1994 - 2010),The Power of SHAZAM! #48,2010-01-13,2010,1,0,,Print,,,hli,https://coolcatcollectibles-hli.surge.sh/PART1/IMG_8747.jpg,DC Comics - The Power of SHAZAM! #48 - 2010-01-13,,,,,,,,,
